"STATION","NAME","DATE","PRCP","TAVG","TMAX","TMIN"
"MA000067083","ANTANANARIVO IVATO, MA","2017-03-25",,"21.8",,"17.5"
"MA000067083","ANTANANARIVO IVATO, MA","2017-03-26",,"22.1",,
"MA000067083","ANTANANARIVO IVATO, MA","2017-03-27",,"21.5","29.2",
"MA000067083","ANTANANARIVO IVATO, MA","2017-03-28","37.1","21.6","28.0","17.5"
"MA000067083","ANTANANARIVO IVATO, MA","2017-03-29","0.0","21.9",,
"MA000067083","ANTANANARIVO IVATO, MA","2017-03-30",,"21.6",,
"MA000067083","ANTANANARIVO IVATO, MA","2017-03-31",,"20.4","26.4","18.0"
"MA000067083","ANTANANARIVO IVATO, MA","2017-04-01","47.2","20.1",,
"MA000067083","ANTANANARIVO IVATO, MA","2017-04-02",,"20.3","25.8",
"MA000067083","ANTANANARIVO IVATO, MA","2017-04-03",,"20.1","26.1","14.3"
"MA000067083","ANTANANARIVO IVATO, MA","2017-04-04",,"20.5","27.0",
"MA000067083","ANTANANARIVO IVATO, MA","2017-04-05",,"20.2","27.0",
"MA000067083","ANTANANARIVO IVATO, MA","2017-04-06","0.0","19.8","26.3",
"MA000067083","ANTANANARIVO IVATO, MA","2017-04-07","0.0","20.2","26.3","16.0"
"MA000067083","ANTANANARIVO IVATO, MA","2017-04-08","0.0","20.2","26.0","16.7"
"MA000067083","ANTANANARIVO IVATO, MA","2017-04-09",,"19.7",,
"MA000067083","ANTANANARIVO IVATO, MA","2017-04-10",,"18.4","25.8","15.0"
"MA000067083","ANTANANARIVO IVATO, MA","2017-04-11",,"18.6","24.2",
"MA000067083","ANTANANARIVO IVATO, MA","2017-04-12",,"19.1","24.0","15.0"
"MA000067083","ANTANANARIVO IVATO, MA","2017-04-13",,"19.4",,
"MA000067083","ANTANANARIVO IVATO, MA","2017-04-14","0.0","19.1",,
"MA000067083","ANTANANARIVO IVATO, MA","2017-04-15",,"19.6","25.0",
"MA000067083","ANTANANARIVO IVATO, MA","2017-04-16",,"19.8",,"12.7"
"MA000067083","ANTANANARIVO IVATO, MA","2017-04-17",,"20.6","27.8",
"MA000067083","ANTANANARIVO IVATO, MA","2017-04-18",,"20.0",,"15.3"
"MA000067083","ANTANANARIVO IVATO, MA","2017-04-19","0.3","20.7","27.5","15.0"
"MA000067083","ANTANANARIVO IVATO, MA","2017-04-20","0.0","21.1",,
"MA000067083","ANTANANARIVO IVATO, MA","2017-04-21",,"20.1","28.0",
"MA000067083","ANTANANARIVO IVATO, MA","2017-04-22",,"18.3","28.4",
"MA000067083","ANTANANARIVO IVATO, MA","2017-04-23",,"18.5",,"10.7"
"MA000067083","ANTANANARIVO IVATO, MA","2017-04-24",,"19.8","26.8",
"MA000067083","ANTANANARIVO IVATO, MA","2017-04-25",,"19.4",,
"MA000067083","ANTANANARIVO IVATO, MA","2017-04-26",,"20.1",,
"MA000067083","ANTANANARIVO IVATO, MA","2017-04-27","6.1","18.0","25.7",
"MA000067083","ANTANANARIVO IVATO, MA","2017-04-28","7.9","18.2","25.6","14.0"
"MA000067083","ANTANANARIVO IVATO, MA","2017-04-29","0.0","17.2","23.4",
"MA000067083","ANTANANARIVO IVATO, MA","2017-04-30",,"16.2","21.1","14.0"
"MA000067083","ANTANANARIVO IVATO, MA","2017-05-01",,"17.3","22.1",
"MA000067083","ANTANANARIVO IVATO, MA","2017-05-02",,"16.8","22.1",
"MA000067083","ANTANANARIVO IVATO, MA","2017-05-03",,"18.2","24.4",
"MA000067083","ANTANANARIVO IVATO, MA","2017-05-04",,"19.1","25.3",
"MA000067083","ANTANANARIVO IVATO, MA","2017-05-05",,"18.7","25.3",
"MA000067083","ANTANANARIVO IVATO, MA","2017-05-06",,"18.6","24.9","12.5"
"MA000067083","ANTANANARIVO IVATO, MA","2017-05-07",,"18.1","25.3",
"MA000067083","ANTANANARIVO IVATO, MA","2017-05-08",,"17.9",,
"MA000067083","ANTANANARIVO IVATO, MA","2017-05-09",,"17.7","24.6",
"MA000067083","ANTANANARIVO IVATO, MA","2017-05-10",,"18.2","24.9",
"MA000067083","ANTANANARIVO IVATO, MA","2017-05-11",,"17.8","24.9",
"MA000067083","ANTANANARIVO IVATO, MA","2017-05-12",,"17.1","24.8","9.7"
"MA000067083","ANTANANARIVO IVATO, MA","2017-05-13",,"18.4","24.2",
"MA000067083","ANTANANARIVO IVATO, MA","2017-05-14",,"17.8","24.3",
"MA000067083","ANTANANARIVO IVATO, MA","2017-05-15",,"17.7","24.5",
"MA000067083","ANTANANARIVO IVATO, MA","2017-05-16",,"18.4","24.5","11.9"
"MA000067083","ANTANANARIVO IVATO, MA","2017-05-17",,"18.1",,
"MA000067083","ANTANANARIVO IVATO, MA","2017-05-18",,"18.5","25.9",
"MA000067083","ANTANANARIVO IVATO, MA","2017-05-19",,"20.5","27.2",
"MA000067083","ANTANANARIVO IVATO, MA","2017-05-20",,"18.6","27.2","15.3"
"MA000067083","ANTANANARIVO IVATO, MA","2017-05-21",,"18.5","24.1",
"MA000067083","ANTANANARIVO IVATO, MA","2017-05-22",,"17.5","24.1","12.9"
"MA000067083","ANTANANARIVO IVATO, MA","2017-05-23",,"17.4","23.8",
"MA000067083","ANTANANARIVO IVATO, MA","2017-05-24",,"16.6","23.0",
"MA000067083","ANTANANARIVO IVATO, MA","2017-05-25",,"17.2","23.1",
"MA000067083","ANTANANARIVO IVATO, MA","2017-05-26",,"15.6","23.6","10.8"
"MA000067083","ANTANANARIVO IVATO, MA","2017-05-27",,"16.9",,
"MA000067083","ANTANANARIVO IVATO, MA","2017-05-28",,"16.8","26.8",
"MA000067083","ANTANANARIVO IVATO, MA","2017-05-29",,"17.1","25.6",
"MA000067083","ANTANANARIVO IVATO, MA","2017-05-30",,"17.0","25.4","11.0"
"MA000067083","ANTANANARIVO IVATO, MA","2017-05-31",,"17.6","24.0",
"MA000067083","ANTANANARIVO IVATO, MA","2017-06-01",,"17.9",,
"MA000067083","ANTANANARIVO IVATO, MA","2017-06-02",,"17.3","25.8",
"MA000067083","ANTANANARIVO IVATO, MA","2017-06-03",,"17.2","25.4","12.5"
"MA000067083","ANTANANARIVO IVATO, MA","2017-06-04",,"15.9","23.3",
"MA000067083","ANTANANARIVO IVATO, MA","2017-06-05",,"15.9",,
"MA000067083","ANTANANARIVO IVATO, MA","2017-06-06",,"15.6","23.1",
"MA000067083","ANTANANARIVO IVATO, MA","2017-06-07",,"15.1","23.1",
"MA000067083","ANTANANARIVO IVATO, MA","2017-06-08",,"17.7","22.2",
"MA000067083","ANTANANARIVO IVATO, MA","2017-06-09",,"18.8",,
"MA000067083","ANTANANARIVO IVATO, MA","2017-06-10","1.0","18.3","24.8","9.9"
"MA000067083","ANTANANARIVO IVATO, MA","2017-06-11","1.0","15.1",,
"MA000067083","ANTANANARIVO IVATO, MA","2017-06-12","2.0","15.1","25.8",
"MA000067083","ANTANANARIVO IVATO, MA","2017-06-13","0.0","15.1",,
"MA000067083","ANTANANARIVO IVATO, MA","2017-06-14",,"15.9","23.2",
"MA000067083","ANTANANARIVO IVATO, MA","2017-06-15",,"16.1",,
"MA000067083","ANTANANARIVO IVATO, MA","2017-06-16",,"16.2","24.0",
"MA000067083","ANTANANARIVO IVATO, MA","2017-06-17",,"16.3",,
"MA000067083","ANTANANARIVO IVATO, MA","2017-06-18",,"16.2","24.0","11.0"
"MA000067083","ANTANANARIVO IVATO, MA","2017-06-19",,"16.3","22.2","12.0"
"MA000067083","ANTANANARIVO IVATO, MA","2017-06-20",,"15.3","22.2",
"MA000067083","ANTANANARIVO IVATO, MA","2017-06-21",,"16.9","25.1",
"MA000067083","ANTANANARIVO IVATO, MA","2017-06-22",,"16.6","25.1",
"MA000067083","ANTANANARIVO IVATO, MA","2017-06-23",,"16.8","23.1",
"MA000067083","ANTANANARIVO IVATO, MA","2017-06-24",,"15.8",,
"MA000067083","ANTANANARIVO IVATO, MA","2017-06-25",,"15.2","22.5",
"MA000067083","ANTANANARIVO IVATO, MA","2017-06-26",,"16.7",,"10.8"
"MA000067083","ANTANANARIVO IVATO, MA","2017-06-27",,"14.3","22.8",
"MA000067083","ANTANANARIVO IVATO, MA","2017-06-28",,"13.1",,
"MA000067083","ANTANANARIVO IVATO, MA","2017-06-29","0.5","14.5","21.3",
"MA000067083","ANTANANARIVO IVATO, MA","2017-06-30","0.0","14.0","21.8","6.8"
"MA000067083","ANTANANARIVO IVATO, MA","2017-07-01","0.0","14.4","21.8","9.9"
"MA000067083","ANTANANARIVO IVATO, MA","2017-07-02",,"15.0","19.5",
"MA000067083","ANTANANARIVO IVATO, MA","2017-07-03",,"15.2","20.4",
"MA000067083","ANTANANARIVO IVATO, MA","2017-07-04",,"16.0",,"11.8"
"MA000067083","ANTANANARIVO IVATO, MA","2017-07-05",,"15.4","21.0",
"MA000067083","ANTANANARIVO IVATO, MA","2017-07-06",,"15.9",,
"MA000067083","ANTANANARIVO IVATO, MA","2017-07-07",,"14.6","20.8",
"MA000067083","ANTANANARIVO IVATO, MA","2017-07-08",,"13.8","19.4",
"MA000067083","ANTANANARIVO IVATO, MA","2017-07-09",,"12.3","18.5",
"MA000067083","ANTANANARIVO IVATO, MA","2017-07-10",,"12.9","23.0","6.6"
"MA000067083","ANTANANARIVO IVATO, MA","2017-07-11",,"13.6","23.0",
"MA000067083","ANTANANARIVO IVATO, MA","2017-07-12",,"13.9",,
"MA000067083","ANTANANARIVO IVATO, MA","2017-07-13",,"14.4","22.8",
"MA000067083","ANTANANARIVO IVATO, MA","2017-07-14",,"15.9",,
"MA000067083","ANTANANARIVO IVATO, MA","2017-07-15",,"13.7","23.6",
"MA000067083","ANTANANARIVO IVATO, MA","2017-07-16",,"14.9",,
"MA000067083","ANTANANARIVO IVATO, MA","2017-07-17",,"16.2","26.7","7.0"
"MA000067083","ANTANANARIVO IVATO, MA","2017-07-18",,"13.9","26.7",
"MA000067083","ANTANANARIVO IVATO, MA","2017-07-19",,"13.4","22.0",
"MA000067083","ANTANANARIVO IVATO, MA","2017-07-20",,"13.7","22.0",
"MA000067083","ANTANANARIVO IVATO, MA","2017-07-21",,"14.4",,"6.8"
"MA000067083","ANTANANARIVO IVATO, MA","2017-07-22",,"15.1","23.6",
"MA000067083","ANTANANARIVO IVATO, MA","2017-07-23",,"15.6",,
"MA000067083","ANTANANARIVO IVATO, MA","2017-07-24",,"16.0",,"9.6"
"MA000067083","ANTANANARIVO IVATO, MA","2017-07-25",,"16.9","23.2","12.8"
"MA000067083","ANTANANARIVO IVATO, MA","2017-07-26",,"16.7","23.0","13.0"
"MA000067083","ANTANANARIVO IVATO, MA","2017-07-27",,"16.4","23.0","12.5"
"MA000067083","ANTANANARIVO IVATO, MA","2017-07-28",,"16.1","20.0",
"MA000067083","ANTANANARIVO IVATO, MA","2017-07-29",,"14.6","20.0",
"MA000067083","ANTANANARIVO IVATO, MA","2017-07-30","21.1","15.6","20.5",
"MA000067083","ANTANANARIVO IVATO, MA","2017-07-31","0.0","16.9","26.8",
"MA000067083","ANTANANARIVO IVATO, MA","2017-08-01",,"14.1","18.8",
"MA000067083","ANTANANARIVO IVATO, MA","2017-08-02",,"12.6",,
"MA000067083","ANTANANARIVO IVATO, MA","2017-08-03",,"13.0","19.0",
"MA000067083","ANTANANARIVO IVATO, MA","2017-08-04",,"13.1","19.0",
"MA000067083","ANTANANARIVO IVATO, MA","2017-08-05","0.5","13.6",,
"MA000067083","ANTANANARIVO IVATO, MA","2017-08-06","0.0","14.3",,
"MA000067083","ANTANANARIVO IVATO, MA","2017-08-07",,"15.0",,
"MA000067083","ANTANANARIVO IVATO, MA","2017-08-08",,"14.7",,"9.3"
"MA000067083","ANTANANARIVO IVATO, MA","2017-08-09",,"14.8","21.7","10.7"
"MA000067083","ANTANANARIVO IVATO, MA","2017-08-10","2.0","14.1","20.6",
"MA000067083","ANTANANARIVO IVATO, MA","2017-08-11","0.0","14.1","19.3",
"MA000067083","ANTANANARIVO IVATO, MA","2017-08-12",,"13.6","19.3","10.0"
"MA000067083","ANTANANARIVO IVATO, MA","2017-08-13",,"14.0","18.2",
"MA000067083","ANTANANARIVO IVATO, MA","2017-08-14",,"13.8",,"7.6"
"MA000067083","ANTANANARIVO IVATO, MA","2017-08-15","8.9","15.4","22.0","9.7"
"MA000067083","ANTANANARIVO IVATO, MA","2017-08-16","0.0","16.4",,
"MA000067083","ANTANANARIVO IVATO, MA","2017-08-17","0.3","16.7","22.7","13.7"
"MA000067083","ANTANANARIVO IVATO, MA","2017-08-18","0.0","16.3","21.1",
"MA000067083","ANTANANARIVO IVATO, MA","2017-08-19",,"17.5","24.5",
"MA000067083","ANTANANARIVO IVATO, MA","2017-08-20",,"17.6",,
"MA000067083","ANTANANARIVO IVATO, MA","2017-08-21",,"18.1",,"11.9"
"MA000067083","ANTANANARIVO IVATO, MA","2017-08-22",,"17.4","26.1",
"MA000067083","ANTANANARIVO IVATO, MA","2017-08-23",,"19.6","26.4",
"MA000067083","ANTANANARIVO IVATO, MA","2017-08-24",,"18.8","26.4",
"MA000067083","ANTANANARIVO IVATO, MA","2017-08-25",,"17.7","26.4","10.0"
"MA000067083","ANTANANARIVO IVATO, MA","2017-08-26",,"17.7","26.2",
"MA000067083","ANTANANARIVO IVATO, MA","2017-08-27",,"17.3","24.4","10.2"
"MA000067083","ANTANANARIVO IVATO, MA","2017-08-28",,"17.5","24.0","13.6"
"MA000067083","ANTANANARIVO IVATO, MA","2017-08-29","2.0","16.0","24.0",
"MA000067083","ANTANANARIVO IVATO, MA","2017-08-30","7.1","16.9","23.3",
"MA000067083","ANTANANARIVO IVATO, MA","2017-08-31","0.0","17.8",,"11.6"
"MA000067083","ANTANANARIVO IVATO, MA","2017-09-01",,"17.4","25.3",
"MA000067083","ANTANANARIVO IVATO, MA","2017-09-02",,"16.3","25.3",
"MA000067083","ANTANANARIVO IVATO, MA","2017-09-03",,"18.1","27.2","10.7"
"MA000067083","ANTANANARIVO IVATO, MA","2017-09-04",,"17.8","27.2",
"MA000067083","ANTANANARIVO IVATO, MA","2017-09-05",,"15.3","24.9",
"MA000067083","ANTANANARIVO IVATO, MA","2017-09-06",,"14.4",,
"MA000067083","ANTANANARIVO IVATO, MA","2017-09-07",,"14.7","21.3",
"MA000067083","ANTANANARIVO IVATO, MA","2017-09-08",,"15.5","21.0",
"MA000067083","ANTANANARIVO IVATO, MA","2017-09-09",,"16.3","22.3",
"MA000067083","ANTANANARIVO IVATO, MA","2017-09-10",,"15.9","22.3",
"MA000067083","ANTANANARIVO IVATO, MA","2017-09-11",,"17.5",,
"MA000067083","ANTANANARIVO IVATO, MA","2017-09-12",,"16.6","25.9","10.8"
"MA000067083","ANTANANARIVO IVATO, MA","2017-09-13",,"15.7","24.3",
"MA000067083","ANTANANARIVO IVATO, MA","2017-09-14",,"16.8",,
"MA000067083","ANTANANARIVO IVATO, MA","2017-09-15",,"19.5",,
"MA000067083","ANTANANARIVO IVATO, MA","2017-09-16",,"18.9",,
"MA000067083","ANTANANARIVO IVATO, MA","2017-09-17",,"20.4","31.9",
"MA000067083","ANTANANARIVO IVATO, MA","2017-09-18",,"19.0","31.9","11.3"
"MA000067083","ANTANANARIVO IVATO, MA","2017-09-19",,"17.8","27.7",
"MA000067083","ANTANANARIVO IVATO, MA","2017-09-20",,"18.9",,
"MA000067083","ANTANANARIVO IVATO, MA","2017-09-21",,"19.1","27.7",
"MA000067083","ANTANANARIVO IVATO, MA","2017-09-22",,"19.1","27.7",
"MA000067083","ANTANANARIVO IVATO, MA","2017-09-23","0.0","19.3","26.8",
"MA000067083","ANTANANARIVO IVATO, MA","2017-09-24",,"19.3",,
"MA000067083","ANTANANARIVO IVATO, MA","2017-09-25","5.1","20.1","26.7","15.3"
"MA000067083","ANTANANARIVO IVATO, MA","2017-09-26","0.0","19.8",,
"MA000067083","ANTANANARIVO IVATO, MA","2017-09-27",,"19.3","26.0",
"MA000067083","ANTANANARIVO IVATO, MA","2017-09-28",,"19.4","27.2",
"MA000067083","ANTANANARIVO IVATO, MA","2017-09-29",,"18.3","24.2",
"MA000067083","ANTANANARIVO IVATO, MA","2017-09-30",,"18.3","24.5",
"MA000067083","ANTANANARIVO IVATO, MA","2017-10-01",,"18.1",,
"MA000067083","ANTANANARIVO IVATO, MA","2017-10-02",,"19.6",,
"MA000067083","ANTANANARIVO IVATO, MA","2017-10-03",,"19.6","27.8","15.0"
"MA000067083","ANTANANARIVO IVATO, MA","2017-10-04",,"17.8","27.2",
"MA000067083","ANTANANARIVO IVATO, MA","2017-10-05",,"17.2","22.5",
"MA000067083","ANTANANARIVO IVATO, MA","2017-10-06",,"16.8",,
"MA000067083","ANTANANARIVO IVATO, MA","2017-10-07",,"15.5",,
"MA000067083","ANTANANARIVO IVATO, MA","2017-10-08",,"16.6",,"9.6"
"MA000067083","ANTANANARIVO IVATO, MA","2017-10-09",,"19.7",,
"MA000067083","ANTANANARIVO IVATO, MA","2017-10-10",,"21.9",,
"MA000067083","ANTANANARIVO IVATO, MA","2017-10-11",,"21.8","32.1","17.0"
"MA000067083","ANTANANARIVO IVATO, MA","2017-10-12","22.1","22.1","32.1","16.9"
"MA000067083","ANTANANARIVO IVATO, MA","2017-10-13","0.0","21.4","29.3",
"MA000067083","ANTANANARIVO IVATO, MA","2017-10-14","0.5","21.0",,
"MA000067083","ANTANANARIVO IVATO, MA","2017-10-15","5.1","21.4",,
"MA000067083","ANTANANARIVO IVATO, MA","2017-10-16","3.0","21.8","29.3","17.9"
"MA000067083","ANTANANARIVO IVATO, MA","2017-10-17","6.1","22.1","29.8",
"MA000067083","ANTANANARIVO IVATO, MA","2017-10-18","0.0","23.6",,
"MA000067083","ANTANANARIVO IVATO, MA","2017-10-19",,"22.4","32.1","16.5"
"MA000067083","ANTANANARIVO IVATO, MA","2017-10-20",,"21.8","30.0",
"MA000067083","ANTANANARIVO IVATO, MA","2017-10-21",,"19.7","29.1",
"MA000067083","ANTANANARIVO IVATO, MA","2017-10-22",,"18.5",,
"MA000067083","ANTANANARIVO IVATO, MA","2017-10-23",,"19.0",,"12.7"
"MA000067083","ANTANANARIVO IVATO, MA","2017-10-24",,"19.9","28.0","11.6"
"MA000067083","ANTANANARIVO IVATO, MA","2017-10-25",,"20.8",,
"MA000067083","ANTANANARIVO IVATO, MA","2017-10-26",,"20.9","30.4","15.6"
"MA000067083","ANTANANARIVO IVATO, MA","2017-10-27",,"21.3",,
"MA000067083","ANTANANARIVO IVATO, MA","2017-10-28",,"21.3",,"15.0"
"MA000067083","ANTANANARIVO IVATO, MA","2017-10-29",,"19.7","28.2",
"MA000067083","ANTANANARIVO IVATO, MA","2017-10-30",,"19.0","26.4",
"MA000067083","ANTANANARIVO IVATO, MA","2017-10-31",,"17.4","23.5",
"MA000067083","ANTANANARIVO IVATO, MA","2017-11-01",,"18.4","24.0",
"MA000067083","ANTANANARIVO IVATO, MA","2017-11-02",,"17.7","23.0",
"MA000067083","ANTANANARIVO IVATO, MA","2017-11-03",,"19.2",,
"MA000067083","ANTANANARIVO IVATO, MA","2017-11-04",,"18.7","26.2","12.7"
"MA000067083","ANTANANARIVO IVATO, MA","2017-11-05",,"19.2",,
"MA000067083","ANTANANARIVO IVATO, MA","2017-11-06",,"20.6","29.5","14.7"
"MA000067083","ANTANANARIVO IVATO, MA","2017-11-07",,"20.2",,
"MA000067083","ANTANANARIVO IVATO, MA","2017-11-08","7.1","21.8","30.2","15.7"
"MA000067083","ANTANANARIVO IVATO, MA","2017-11-09","0.5","21.7","30.7","15.7"
"MA000067083","ANTANANARIVO IVATO, MA","2017-11-10","0.0","22.1",,
"MA000067083","ANTANANARIVO IVATO, MA","2017-11-11",,"20.8",,
"MA000067083","ANTANANARIVO IVATO, MA","2017-11-12",,"23.4",,
"MA000067083","ANTANANARIVO IVATO, MA","2017-11-13",,"21.9","32.4","17.9"
"MA000067083","ANTANANARIVO IVATO, MA","2017-11-14",,"20.6","28.4",
"MA000067083","ANTANANARIVO IVATO, MA","2017-11-15",,"18.7","28.4",
"MA000067083","ANTANANARIVO IVATO, MA","2017-11-16",,"20.7",,
"MA000067083","ANTANANARIVO IVATO, MA","2017-11-17",,"20.6",,
"MAM00067117","MORONDAVA, MA","2017-01-03",,"30.2","33.4","24.7"
"MAM00067117","MORONDAVA, MA","2017-01-04","11.9","27.3","33.4","23.7"
"MAM00067117","MORONDAVA, MA","2017-01-05","0.0","28.0","31.6","25.1"
"MAM00067117","MORONDAVA, MA","2017-01-06",,"29.2","33.5","24.9"
"MAM00067117","MORONDAVA, MA","2017-01-07",,"29.1","33.8",
"MAM00067117","MORONDAVA, MA","2017-01-08",,"28.1","33.8","24.1"
"MAM00067117","MORONDAVA, MA","2017-01-09",,"27.9","31.7","24.4"
"MAM00067117","MORONDAVA, MA","2017-01-10",,"27.1","30.6","24.0"
"MAM00067117","MORONDAVA, MA","2017-01-11",,"28.7","32.0","24.5"
"MAM00067117","MORONDAVA, MA","2017-01-12",,"27.6","32.0","24.7"
"MAM00067117","MORONDAVA, MA","2017-01-13",,"28.8","32.0","25.4"
"MAM00067117","MORONDAVA, MA","2017-01-14",,"29.2","33.1","25.4"
"MAM00067117","MORONDAVA, MA","2017-01-15",,"28.2","33.1",
"MAM00067117","MORONDAVA, MA","2017-01-16",,"28.2","31.5","24.0"
"MAM00067117","MORONDAVA, MA","2017-01-17","1.0","28.3","33.0","23.0"
"MAM00067117","MORONDAVA, MA","2017-01-18","0.0","28.4","33.0","24.0"
"MAM00067117","MORONDAVA, MA","2017-01-19",,"29.5","32.5","25.0"
"MAM00067117","MORONDAVA, MA","2017-01-20",,"28.5","33.0","25.5"
"MAM00067117","MORONDAVA, MA","2017-01-21",,"28.5","32.0","24.5"
"MAM00067117","MORONDAVA, MA","2017-01-22",,"28.4","32.0","24.0"
"MAM00067117","MORONDAVA, MA","2017-01-23",,"28.2","33.0","25.0"
"MAM00067117","MORONDAVA, MA","2017-01-24",,"30.2","33.2",
"MAM00067117","MORONDAVA, MA","2017-01-25","33.0","27.5","33.0","23.6"
"MAM00067117","MORONDAVA, MA","2017-01-30",,"29.6","32.6",
"MAM00067117","MORONDAVA, MA","2017-01-31",,"29.7","32.6","25.5"
"MAM00067117","MORONDAVA, MA","2017-02-07",,"28.8","33.0","24.0"
"MAM00067117","MORONDAVA, MA","2017-02-09",,"29.8","32.0","25.0"
"MAM00067117","MORONDAVA, MA","2017-02-11",,"28.9","31.6","24.2"
"MAM00067117","MORONDAVA, MA","2017-02-12",,"28.6","32.0","25.0"
"MAM00067117","MORONDAVA, MA","2017-02-13","2.0","28.2","32.0",
"MAM00067117","MORONDAVA, MA","2017-02-14","0.0","27.4","31.4",
"MAM00067117","MORONDAVA, MA","2017-02-15",,"26.7","32.0",
"MAM00067117","MORONDAVA, MA","2017-02-16",,"29.1","33.6",
"MAM00067117","MORONDAVA, MA","2017-02-17",,"29.6","33.6","25.6"
"MAM00067117","MORONDAVA, MA","2017-02-19",,"24.9","32.8",
"MAM00067117","MORONDAVA, MA","2017-02-20",,"25.2","31.0","21.5"
"MAM00067117","MORONDAVA, MA","2017-02-21",,"27.8","31.0","22.7"
"MAM00067117","MORONDAVA, MA","2017-02-22","35.1","27.4","31.0","22.4"
"MAM00067117","MORONDAVA, MA","2017-02-23","0.0","28.3","32.0","24.8"
"MAM00067117","MORONDAVA, MA","2017-02-24","2.0","30.1","33.0","24.6"
"MAM00067117","MORONDAVA, MA","2017-02-25","18.0","26.8","32.0","22.3"
"MAM00067117","MORONDAVA, MA","2017-02-26","0.0","28.2","31.2","24.1"
"MAM00067117","MORONDAVA, MA","2017-02-27",,"29.1","32.5","24.0"
"MAM00067117","MORONDAVA, MA","2017-02-28",,"29.1","32.5","25.5"
"MAM00067117","MORONDAVA, MA","2017-03-01",,"28.7","32.4","25.5"
"MAM00067117","MORONDAVA, MA","2017-03-02",,"29.8","32.7","23.0"
"MAM00067117","MORONDAVA, MA","2017-03-03",,"27.7","32.7","23.5"
"MAM00067117","MORONDAVA, MA","2017-03-04",,"28.3","33.0","23.4"
"MAM00067117","MORONDAVA, MA","2017-03-05",,"30.8","33.7","24.8"
"MAM00067117","MORONDAVA, MA","2017-03-06",,"32.1","34.5","24.9"
"MAM00067117","MORONDAVA, MA","2017-03-07",,"30.7","35.3","25.5"
"MAM00067117","MORONDAVA, MA","2017-03-08",,"30.9",,"25.7"
"MAM00067117","MORONDAVA, MA","2017-03-09",,"28.1","36.8",
"MAM00067117","MORONDAVA, MA","2017-03-10",,"27.8","31.2","22.6"
"MAM00067117","MORONDAVA, MA","2017-03-11",,"27.8","32.5","22.9"
"MAM00067117","MORONDAVA, MA","2017-03-12",,"27.4","32.5","22.0"
"MAM00067117","MORONDAVA, MA","2017-03-13",,"28.4",,"22.2"
"MAM00067117","MORONDAVA, MA","2017-03-14",,"27.4","32.5",
"MAM00067117","MORONDAVA, MA","2017-03-16",,"29.2","32.5","24.0"
"MAM00067117","MORONDAVA, MA","2017-03-17",,"28.2","33.0","23.0"
"MAM00067117","MORONDAVA, MA","2017-03-18",,"29.1","33.5","24.0"
"MAM00067117","MORONDAVA, MA","2017-03-19","1.0","29.2","34.5","25.0"
"MAM00067117","MORONDAVA, MA","2017-03-20","0.0","29.8","35.2",
"MAM00067117","MORONDAVA, MA","2017-03-21",,"30.1","35.2","25.2"
"MAM00067117","MORONDAVA, MA","2017-03-22",,"30.2","34.8","24.6"
"MAM00067117","MORONDAVA, MA","2017-03-23",,"32.4","35.5","24.6"
"MAM00067117","MORONDAVA, MA","2017-03-24",,"29.8","35.5","24.4"
"MAM00067117","MORONDAVA, MA","2017-03-25",,"26.9","33.6",
"MAM00067117","MORONDAVA, MA","2017-03-26",,"27.9","33.6","24.8"
"MAM00067117","MORONDAVA, MA","2017-03-27",,"29.6","32.7","24.3"
"MAM00067117","MORONDAVA, MA","2017-03-28",,"29.1","32.9","24.0"
"MAM00067117","MORONDAVA, MA","2017-03-29",,"28.9","33.0","24.6"
"MAM00067117","MORONDAVA, MA","2017-03-30",,"28.5","33.3","23.7"
"MAM00067117","MORONDAVA, MA","2017-03-31",,"27.6","33.3",
"MAM00067117","MORONDAVA, MA","2017-04-01",,"28.4","33.9","24.8"
"MAM00067117","MORONDAVA, MA","2017-04-02","6.1","28.4","32.6","22.5"
"MAM00067117","MORONDAVA, MA","2017-04-03","0.0","29.6","33.5","24.2"
"MAM00067117","MORONDAVA, MA","2017-04-04",,"29.8","34.4","24.5"
"MAM00067117","MORONDAVA, MA","2017-04-05",,"30.2","34.5","25.2"
"MAM00067117","MORONDAVA, MA","2017-04-06",,"28.2","34.7","24.5"
"MAM00067117","MORONDAVA, MA","2017-04-07",,"30.6","34.7","23.0"
"MAM00067117","MORONDAVA, MA","2017-04-08",,"30.7","34.5","25.0"
"MAM00067117","MORONDAVA, MA","2017-04-09",,"29.7","34.4","24.5"
"MAM00067117","MORONDAVA, MA","2017-04-10",,"27.5","34.4","23.0"
"MAM00067117","MORONDAVA, MA","2017-04-11",,"30.7","33.0","23.0"
"MAM00067117","MORONDAVA, MA","2017-04-12",,"28.6","33.0","25.0"
"MAM00067117","MORONDAVA, MA","2017-04-13",,"29.6","34.5","24.0"
"MAM00067117","MORONDAVA, MA","2017-04-14",,"29.2","34.5","24.0"
"MAM00067117","MORONDAVA, MA","2017-04-15",,"28.9","33.5","23.0"
"MAM00067117","MORONDAVA, MA","2017-04-16",,"28.3","33.5","23.0"
"MAM00067117","MORONDAVA, MA","2017-04-17",,"26.9","33.5","22.0"
"MAM00067117","MORONDAVA, MA","2017-04-18",,"28.6",,"23.0"
"MAM00067117","MORONDAVA, MA","2017-04-19",,"26.9","31.8","21.0"
"MAM00067117","MORONDAVA, MA","2017-04-20",,"27.9","32.5","22.2"
