"STATION","NAME","DATE","PRCP","TAVG","TMAX","TMIN"
"MAM00067152","RANOHIRA, MA","2017-01-03","7.9","24.3","30.0","20.0"
"MAM00067152","RANOHIRA, MA","2017-01-04","11.9","21.6","29.9","18.0"
"MAM00067152","RANOHIRA, MA","2017-01-05","2.0","22.4","28.0","20.0"
"MAM00067152","RANOHIRA, MA","2017-01-06","11.9","22.8","28.0","19.4"
"MAM00067152","RANOHIRA, MA","2017-01-07","13.0","23.5","28.2","19.0"
"MAM00067152","RANOHIRA, MA","2017-01-08","0.5","24.5","29.9","20.4"
"MAM00067152","RANOHIRA, MA","2017-01-09","0.5","23.6","29.9","20.5"
"MAM00067152","RANOHIRA, MA","2017-01-10","17.0","24.7",,"19.8"
"MAM00067152","RANOHIRA, MA","2017-01-11","6.1","25.4","30.0","20.0"
"MAM00067152","RANOHIRA, MA","2017-01-12","0.0","26.1","30.2","19.8"
"MAM00067152","RANOHIRA, MA","2017-01-13",,"24.7","30.5",
"MAM00067152","RANOHIRA, MA","2017-01-14",,"23.6","30.5","19.5"
"MAM00067152","RANOHIRA, MA","2017-01-15",,"25.8","30.9","21.0"
"MAM00067152","RANOHIRA, MA","2017-01-16",,"26.2","31.2","20.0"
"MAM00067152","RANOHIRA, MA","2017-01-17","2.0","26.3","31.2","21.0"
"MAM00067152","RANOHIRA, MA","2017-01-18","0.0","24.9","31.0","20.8"
"MAM00067152","RANOHIRA, MA","2017-01-19","7.1","26.2","31.0","20.0"
"MAM00067152","RANOHIRA, MA","2017-01-20","0.0","25.6",,"20.0"
"MAM00067152","RANOHIRA, MA","2017-01-21","0.0","24.3","31.4","21.1"
"MAM00067152","RANOHIRA, MA","2017-01-22","0.8","26.1","31.2","19.3"
"MAM00067152","RANOHIRA, MA","2017-01-23","0.0","24.1","31.2","19.0"
"MAM00067152","RANOHIRA, MA","2017-01-24",,"29.5","32.2","19.2"
"MAM00067152","RANOHIRA, MA","2017-01-25",,"24.6","32.2","20.0"
"MAM00067152","RANOHIRA, MA","2017-01-30","4.1","28.2",,
"MAM00067152","RANOHIRA, MA","2017-02-09","2.0","24.2","32.8","21.7"
"MAM00067152","RANOHIRA, MA","2017-02-12","65.0","22.6","30.6","20.0"
"MAM00067152","RANOHIRA, MA","2017-02-13","24.9","22.6","28.3","19.6"
"MAM00067152","RANOHIRA, MA","2017-02-14","0.0","24.5",,"21.0"
"MAM00067152","RANOHIRA, MA","2017-02-15","1.0","23.1",,"19.8"
"MAM00067152","RANOHIRA, MA","2017-02-16","0.0","26.6",,
"MAM00067152","RANOHIRA, MA","2017-02-17","6.1","23.7","31.9",
"MAM00067152","RANOHIRA, MA","2017-02-19",,"23.6",,"18.4"
"MAM00067152","RANOHIRA, MA","2017-02-20",,"21.3","27.4","18.2"
"MAM00067152","RANOHIRA, MA","2017-02-21",,"23.8","29.4","18.0"
"MAM00067152","RANOHIRA, MA","2017-02-22","1.0","25.3","29.4","20.0"
"MAM00067152","RANOHIRA, MA","2017-02-23","5.1","25.0","30.3","20.3"
"MAM00067152","RANOHIRA, MA","2017-02-24","13.0","26.0","30.6","20.0"
"MAM00067152","RANOHIRA, MA","2017-02-25","0.0","22.8","30.6","20.2"
"MAM00067152","RANOHIRA, MA","2017-02-26",,"24.4","30.2","20.0"
"MAM00067152","RANOHIRA, MA","2017-02-27","4.1","24.6","30.0","19.0"
"MAM00067152","RANOHIRA, MA","2017-02-28","0.0","24.7","31.3","21.0"
"MAM00067152","RANOHIRA, MA","2017-03-01","15.0","24.1","31.0","20.7"
"MAM00067152","RANOHIRA, MA","2017-03-02","25.9","27.7",,"19.0"
"MAM00067152","RANOHIRA, MA","2017-03-03","0.0","24.2",,"20.1"
"MAM00067152","RANOHIRA, MA","2017-03-04","38.1","25.1","31.6","19.4"
"MAM00067152","RANOHIRA, MA","2017-03-05","0.0","27.2","31.9","19.8"
"MAM00067152","RANOHIRA, MA","2017-03-06",,"28.9","31.9","20.0"
"MAM00067152","RANOHIRA, MA","2017-03-07",,"25.8","31.7","21.2"
"MAM00067152","RANOHIRA, MA","2017-03-08",,"23.7","30.0","21.0"
"MAM00067152","RANOHIRA, MA","2017-03-09","7.1","19.9","27.5",
"MAM00067152","RANOHIRA, MA","2017-03-10","20.1","21.7","24.2","18.3"
"MAM00067152","RANOHIRA, MA","2017-03-11","6.1","21.4",,"18.0"
"MAM00067152","RANOHIRA, MA","2017-03-12","0.0","22.7","28.3","18.0"
"MAM00067152","RANOHIRA, MA","2017-03-13","0.0","22.9","28.3","19.0"
"MAM00067152","RANOHIRA, MA","2017-03-16",,"26.1",,"18.8"
"MAM00067152","RANOHIRA, MA","2017-03-17",,"24.8","32.1","20.2"
"MAM00067152","RANOHIRA, MA","2017-03-18",,"24.4","30.2","20.8"
"MAM00067152","RANOHIRA, MA","2017-03-19",,"25.5","30.4","20.0"
"MAM00067152","RANOHIRA, MA","2017-03-20",,"25.2","30.4","20.0"
"MAM00067152","RANOHIRA, MA","2017-03-21",,"25.1","30.2","19.5"
"MAM00067152","RANOHIRA, MA","2017-03-22",,"24.9","30.2","19.7"
"MAM00067152","RANOHIRA, MA","2017-03-24",,"24.4","30.9","18.0"
"MAM00067152","RANOHIRA, MA","2017-03-25",,"28.9","30.9","19.6"
"MAM00067152","RANOHIRA, MA","2017-03-26",,"22.8","31.0","19.0"
"MAM00067152","RANOHIRA, MA","2017-03-27",,"23.8","29.0","20.0"
"MAM00067152","RANOHIRA, MA","2017-03-28","0.0","24.7",,"20.0"
"MAM00067152","RANOHIRA, MA","2017-03-29","14.0","24.4","32.2","20.2"
"MAM00067152","RANOHIRA, MA","2017-03-30","0.3","23.4","29.9","18.9"
"MAM00067152","RANOHIRA, MA","2017-03-31","0.0","23.2","29.0","17.8"
"MAM00067152","RANOHIRA, MA","2017-04-01",,"25.6","29.0",
"MAM00067152","RANOHIRA, MA","2017-04-02",,"24.6","29.0","20.8"
"MAM00067152","RANOHIRA, MA","2017-04-03","20.1","24.6","29.8","19.0"
"MAM00067152","RANOHIRA, MA","2017-04-04","0.0","24.6","29.8","20.0"
"MAM00067152","RANOHIRA, MA","2017-04-05",,"24.4","29.9","19.8"
"MAM00067152","RANOHIRA, MA","2017-04-06",,"23.2",,"18.8"
"MAM00067152","RANOHIRA, MA","2017-04-07",,"25.4","30.2","17.0"
"MAM00067152","RANOHIRA, MA","2017-04-08",,"27.3","30.2","19.0"
"MAM00067152","RANOHIRA, MA","2017-04-09",,"23.4","30.2","18.4"
"MAM00067152","RANOHIRA, MA","2017-04-10",,"23.0","29.6","17.8"
"MAM00067152","RANOHIRA, MA","2017-04-11",,"23.9","28.6","17.7"
"MAM00067152","RANOHIRA, MA","2017-04-12",,"23.7","30.0","17.4"
"MAM00067152","RANOHIRA, MA","2017-04-13",,"24.6","30.2","18.0"
"MAM00067152","RANOHIRA, MA","2017-04-14",,"25.3","30.2","18.8"
"MAM00067152","RANOHIRA, MA","2017-04-15",,"25.6","31.0","18.9"
"MAM00067152","RANOHIRA, MA","2017-04-16",,"23.3","31.0",
"MAM00067152","RANOHIRA, MA","2017-04-17",,"23.6","30.0","20.0"
"MAM00067152","RANOHIRA, MA","2017-04-18","5.1","22.1","30.0","18.8"
"MAM00067152","RANOHIRA, MA","2017-04-19","7.1","21.4","26.8",
"MAM00067152","RANOHIRA, MA","2017-04-20","0.0","20.9","27.2","15.8"
"MAM00067152","RANOHIRA, MA","2017-04-21",,"21.3","27.9","15.1"
"MAM00067152","RANOHIRA, MA","2017-04-22",,"20.5","27.9","16.2"
"MAM00067152","RANOHIRA, MA","2017-04-23",,"23.0","27.0","16.0"
"MAM00067152","RANOHIRA, MA","2017-04-24",,"19.7","27.0","15.2"
"MAM00067152","RANOHIRA, MA","2017-04-25",,"20.2","26.0","15.0"
"MAM00067152","RANOHIRA, MA","2017-04-26",,"21.0","26.8","15.5"
"MAM00067152","RANOHIRA, MA","2017-04-27",,"22.2",,"17.2"
"MAM00067152","RANOHIRA, MA","2017-04-28",,"21.6","27.8","17.0"
"MAM00067152","RANOHIRA, MA","2017-04-29",,"20.0","26.3","15.7"
"MAM00067152","RANOHIRA, MA","2017-04-30",,"18.9","25.0","14.8"
"MAM00067152","RANOHIRA, MA","2017-05-01",,"21.3","25.0",
"MAM00067152","RANOHIRA, MA","2017-05-02",,"20.9","26.0","16.3"
"MAM00067152","RANOHIRA, MA","2017-05-04",,"20.2","28.2",
"MAM00067152","RANOHIRA, MA","2017-05-05",,"22.8","28.4","17.0"
"MAM00067152","RANOHIRA, MA","2017-05-06","10.9","21.7","28.2","16.6"
"MAM00067152","RANOHIRA, MA","2017-05-07","4.1","21.7","28.0","16.0"
"MAM00067152","RANOHIRA, MA","2017-05-08","0.0","22.6","29.0","16.2"
"MAM00067152","RANOHIRA, MA","2017-05-09",,"21.7","29.0","16.4"
"MAM00067152","RANOHIRA, MA","2017-05-10",,"21.9","28.0","16.0"
"MAM00067152","RANOHIRA, MA","2017-05-11",,"22.1","29.6","16.4"
"MAM00067152","RANOHIRA, MA","2017-05-12",,"23.4","29.6","16.0"
"MAM00067152","RANOHIRA, MA","2017-05-14",,"20.8","28.0","14.0"
"MAM00067152","RANOHIRA, MA","2017-05-15",,"23.5","28.8","16.6"
"MAM00067152","RANOHIRA, MA","2017-05-16",,"23.1","29.5","18.3"
"MAM00067152","RANOHIRA, MA","2017-05-17",,"25.6","29.5","16.5"
"MAM00067152","RANOHIRA, MA","2017-05-18","13.0","21.7","29.4","16.2"
"MAM00067152","RANOHIRA, MA","2017-05-19","0.0","18.3","27.2","15.5"
"MAM00067152","RANOHIRA, MA","2017-05-20",,"19.8","26.0","14.0"
"MAM00067152","RANOHIRA, MA","2017-05-22",,"21.1","28.0","15.0"
"MAM00067152","RANOHIRA, MA","2017-05-23",,"19.2","27.0","14.8"
"MAM00067152","RANOHIRA, MA","2017-05-24",,"21.1","28.0",
"MAM00067152","RANOHIRA, MA","2017-05-25",,"22.3","28.1","12.5"
"MAM00067152","RANOHIRA, MA","2017-05-26",,"20.8","28.1","13.0"
"MAM00067152","RANOHIRA, MA","2017-05-27",,"20.7","29.0","12.2"
"MAM00067152","RANOHIRA, MA","2017-05-28",,"20.0","29.0","14.8"
"MAM00067152","RANOHIRA, MA","2017-05-29",,"18.0","25.2","12.8"
"MAM00067152","RANOHIRA, MA","2017-05-30",,"19.4",,"13.7"
"MAM00067152","RANOHIRA, MA","2017-05-31",,"23.6","29.0",
"MAM00067152","RANOHIRA, MA","2017-06-01",,"22.6","29.0","14.0"
"MAM00067152","RANOHIRA, MA","2017-06-02",,"20.1","28.2","16.2"
"MAM00067152","RANOHIRA, MA","2017-06-03",,"19.9","26.2","14.0"
"MAM00067152","RANOHIRA, MA","2017-06-04",,"21.3",,"15.2"
"MAM00067152","RANOHIRA, MA","2017-06-05",,"21.3","28.0","15.0"
"MAM00067152","RANOHIRA, MA","2017-06-06",,"21.1","27.3","14.8"
"MAM00067152","RANOHIRA, MA","2017-06-07",,"18.2","27.0","14.0"
"MAM00067152","RANOHIRA, MA","2017-06-08",,"20.3","26.8","14.0"
"MAM00067152","RANOHIRA, MA","2017-06-09",,"21.1","26.8","17.2"
"MAM00067152","RANOHIRA, MA","2017-06-10","0.5","20.6","25.0","17.0"
"MAM00067152","RANOHIRA, MA","2017-06-11","0.0","21.3","26.0","17.2"
"MAM00067152","RANOHIRA, MA","2017-06-12",,"20.6","27.8","14.0"
"MAM00067152","RANOHIRA, MA","2017-06-13",,"21.6","29.1","14.5"
"MAM00067152","RANOHIRA, MA","2017-06-14",,"21.5","29.1","15.2"
"MAM00067152","RANOHIRA, MA","2017-06-15",,"21.9","28.5","16.9"
"MAM00067152","RANOHIRA, MA","2017-06-16",,"20.6","27.6","15.1"
"MAM00067152","RANOHIRA, MA","2017-06-17",,"18.9","27.5","12.0"
"MAM00067152","RANOHIRA, MA","2017-06-18",,"19.4","26.0","13.6"
"MAM00067152","RANOHIRA, MA","2017-06-19",,"17.8","26.0","14.9"
"MAM00067152","RANOHIRA, MA","2017-06-20",,"18.9","25.2",
"MAM00067152","RANOHIRA, MA","2017-06-21",,"19.1","24.7",
"MAM00067152","RANOHIRA, MA","2017-06-22",,"19.7",,"14.8"
"MAM00067152","RANOHIRA, MA","2017-06-23",,"22.2","27.0","14.6"
"MAM00067152","RANOHIRA, MA","2017-06-24",,"20.7","25.6",
"MAM00067152","RANOHIRA, MA","2017-06-25",,"20.3","25.6","13.0"
"MAM00067152","RANOHIRA, MA","2017-06-26",,"18.4","24.9","12.8"
"MAM00067152","RANOHIRA, MA","2017-06-27",,"17.7","24.0","13.0"
"MAM00067152","RANOHIRA, MA","2017-06-28",,"16.8","23.2","9.8"
"MAM00067152","RANOHIRA, MA","2017-06-29",,"19.5","24.8","11.8"
"MAM00067152","RANOHIRA, MA","2017-06-30",,"19.9","24.8","9.2"
"MAM00067152","RANOHIRA, MA","2017-07-01",,"17.6","24.9","9.2"
"MAM00067152","RANOHIRA, MA","2017-07-02",,"19.5","26.5","13.0"
"MAM00067152","RANOHIRA, MA","2017-07-03",,"19.2","26.5","13.6"
"MAM00067152","RANOHIRA, MA","2017-07-04",,"19.2","26.0","12.3"
"MAM00067152","RANOHIRA, MA","2017-07-05",,"19.3","26.0","14.1"
"MAM00067152","RANOHIRA, MA","2017-07-06",,"19.0","25.2","13.4"
"MAM00067152","RANOHIRA, MA","2017-07-07",,"19.5","24.9","14.9"
"MAM00067152","RANOHIRA, MA","2017-07-08",,"16.1","23.4","10.9"
"MAM00067152","RANOHIRA, MA","2017-07-09",,"17.0","23.6","11.1"
"MAM00067152","RANOHIRA, MA","2017-07-10",,"19.7","26.6","10.8"
"MAM00067152","RANOHIRA, MA","2017-07-11",,"19.3","28.9","12.1"
"MAM00067152","RANOHIRA, MA","2017-07-12",,"16.3","23.4","8.6"
"MAM00067152","RANOHIRA, MA","2017-07-13",,"15.8","23.8","8.0"
"MAM00067152","RANOHIRA, MA","2017-07-14",,"16.8","24.8","8.1"
"MAM00067152","RANOHIRA, MA","2017-07-15",,"18.8","27.0","10.1"
"MAM00067152","RANOHIRA, MA","2017-07-16",,"18.7","27.9","11.1"
"MAM00067152","RANOHIRA, MA","2017-07-17",,"19.1","27.9","8.8"
"MAM00067152","RANOHIRA, MA","2017-07-18",,"17.2","26.1","8.1"
"MAM00067152","RANOHIRA, MA","2017-07-19",,"18.8","25.2","12.0"
"MAM00067152","RANOHIRA, MA","2017-07-20",,"18.9","26.0","11.9"
"MAM00067152","RANOHIRA, MA","2017-07-21",,"18.2","26.0","11.9"
"MAM00067152","RANOHIRA, MA","2017-07-22",,"18.5","26.2","11.2"
"MAM00067152","RANOHIRA, MA","2017-07-24",,"19.5","26.5","15.4"
"MAM00067152","RANOHIRA, MA","2017-07-25",,"17.2","25.0","11.8"
"MAM00067152","RANOHIRA, MA","2017-07-26",,"19.8","27.0","12.9"
"MAM00067152","RANOHIRA, MA","2017-07-27",,"21.4","27.0","13.6"
"MAM00067152","RANOHIRA, MA","2017-07-28",,"21.4","27.1","13.9"
"MAM00067152","RANOHIRA, MA","2017-07-29",,"19.7","27.1","16.2"
"MAM00067152","RANOHIRA, MA","2017-07-31",,"18.7",,
"MAM00067152","RANOHIRA, MA","2017-08-01",,"13.7","21.0",
"MAM00067152","RANOHIRA, MA","2017-08-02",,"16.9","25.0","8.9"
"MAM00067152","RANOHIRA, MA","2017-08-03",,"18.2","25.2","10.1"
"MAM00067152","RANOHIRA, MA","2017-08-04",,"16.6","25.2","10.4"
"MAM00067152","RANOHIRA, MA","2017-08-05",,"16.9",,"9.8"
"MAM00067152","RANOHIRA, MA","2017-08-06",,"18.2","25.2","10.1"
"MAM00067152","RANOHIRA, MA","2017-08-07",,"18.1","25.2","10.2"
"MAM00067152","RANOHIRA, MA","2017-08-08",,"17.7","24.0","11.3"
"MAM00067152","RANOHIRA, MA","2017-08-09",,"16.8","23.9","13.0"
"MAM00067152","RANOHIRA, MA","2017-08-10",,"18.3","23.8","14.4"
"MAM00067152","RANOHIRA, MA","2017-08-11",,"19.2","25.3","13.0"
"MAM00067152","RANOHIRA, MA","2017-08-12",,"18.8","25.2","13.0"
"MAM00067152","RANOHIRA, MA","2017-08-13",,"19.2","24.9","14.1"
"MAM00067152","RANOHIRA, MA","2017-08-14",,"19.6","27.0","12.0"
"MAM00067152","RANOHIRA, MA","2017-08-15",,"18.6","28.0","11.4"
"MAM00067152","RANOHIRA, MA","2017-08-16",,"20.4","29.8","12.8"
"MAM00067152","RANOHIRA, MA","2017-08-17",,"22.9","29.8","12.1"
"MAM00067152","RANOHIRA, MA","2017-08-18",,"23.4","29.0",
"MAM00067152","RANOHIRA, MA","2017-08-19",,"20.3","29.0","15.8"
"MAM00067152","RANOHIRA, MA","2017-08-20",,"20.3","27.2",
"MAM00067152","RANOHIRA, MA","2017-08-21",,"18.4","26.0","15.0"
"MAM00067152","RANOHIRA, MA","2017-08-22",,"20.1","28.0","14.0"
"MAM00067152","RANOHIRA, MA","2017-08-23",,"22.9","28.0","14.0"
"MAM00067152","RANOHIRA, MA","2017-08-24",,"21.3","28.4",
"MAM00067152","RANOHIRA, MA","2017-08-25",,"22.3","29.0","14.0"
"MAM00067152","RANOHIRA, MA","2017-08-26",,"20.1","29.0",
"MAM00067152","RANOHIRA, MA","2017-08-27",,"18.9","27.0","12.5"
"MAM00067152","RANOHIRA, MA","2017-08-28",,"18.4","25.0","12.4"
"MAM00067152","RANOHIRA, MA","2017-08-29",,"19.3","25.7","13.9"
"MAM00067152","RANOHIRA, MA","2017-08-30",,"20.1","28.0","11.8"
"MAM00067152","RANOHIRA, MA","2017-08-31",,"20.8","28.2","10.8"
"MAM00067152","RANOHIRA, MA","2017-09-01",,"22.3","30.5","14.0"
"MAM00067152","RANOHIRA, MA","2017-09-02",,"22.1","30.5","13.8"
"MAM00067152","RANOHIRA, MA","2017-09-03",,"19.9","29.5","14.4"
"MAM00067152","RANOHIRA, MA","2017-09-04",,"17.0","26.0","10.2"
"MAM00067152","RANOHIRA, MA","2017-09-05",,"17.2",,"12.0"
"MAM00067152","RANOHIRA, MA","2017-10-10",,"27.8",,"17.0"
"MAM00067012","FASCENE, MA","2017-01-02",,"28.7","31.0","24.2"
"MAM00067012","FASCENE, MA","2017-01-03",,"29.4",,"23.7"
"MAM00067012","FASCENE, MA","2017-01-04",,"27.1","31.7","23.7"
"MAM00067012","FASCENE, MA","2017-01-05",,"28.9",,"23.6"
"MAM00067012","FASCENE, MA","2017-01-06",,"27.6",,
"MAM00067012","FASCENE, MA","2017-01-07",,"28.2","31.5","23.7"
"MAM00067012","FASCENE, MA","2017-01-08",,"28.3","31.4",
"MAM00067012","FASCENE, MA","2017-01-09",,"27.7","30.8","24.8"
"MAM00067012","FASCENE, MA","2017-01-10",,"29.1",,"25.3"
"MAM00067012","FASCENE, MA","2017-01-11",,"29.2","32.9",
"MAM00067012","FASCENE, MA","2017-01-12","0.8","26.9","32.9","24.5"
"MAM00067012","FASCENE, MA","2017-01-13","0.0","25.8","31.0","24.3"
"MAM00067012","FASCENE, MA","2017-01-14","5.1","27.5","32.1","23.4"
"MAM00067012","FASCENE, MA","2017-01-15","64.0","28.8","32.7","23.9"
"MAM00067012","FASCENE, MA","2017-01-16","18.0","27.2","32.7","23.0"
"MAM00067012","FASCENE, MA","2017-01-17","0.0","28.4","33.4","23.5"
"MAM00067012","FASCENE, MA","2017-01-18","4.1","26.9","33.4","23.0"
"MAM00067012","FASCENE, MA","2017-01-19","0.0","27.2","31.3","23.8"
"MAM00067012","FASCENE, MA","2017-01-20","38.1","26.7","31.3","23.7"
"MAM00067012","FASCENE, MA","2017-01-21","23.1","27.0","31.1","23.4"
"MAM00067012","FASCENE, MA","2017-01-22","14.0","26.8","31.1","24.1"
"MAM00067012","FASCENE, MA","2017-01-23","16.0","26.2","31.3","22.8"
"MAM00067012","FASCENE, MA","2017-01-24","0.0","28.4","31.3","23.3"
"MAM00067012","FASCENE, MA","2017-01-25","41.9","28.2","31.0","23.6"
"MAM00067012","FASCENE, MA","2017-01-26","0.0","28.8",,"24.6"
"MAM00067012","FASCENE, MA","2017-01-27","4.1","28.7","31.8","23.6"
"MAM00067012","FASCENE, MA","2017-01-28","0.0","28.5","32.4","24.4"
"MAM00067012","FASCENE, MA","2017-01-29","42.9","28.6","32.2","23.8"
"MAM00067012","FASCENE, MA","2017-01-30","9.9","27.3","32.1","23.8"
"MAM00067012","FASCENE, MA","2017-01-31","0.0","27.6","31.6","23.7"
"MAM00067012","FASCENE, MA","2017-02-01",,"28.0","32.2",
"MAM00067012","FASCENE, MA","2017-02-02","17.0","27.7","31.9","24.9"
"MAM00067012","FASCENE, MA","2017-02-03","0.0","27.8","31.3",
"MAM00067012","FASCENE, MA","2017-02-04","25.9","27.9","31.3","23.5"
"MAM00067012","FASCENE, MA","2017-02-05","0.0","29.0",,"23.6"
"MAM00067012","FASCENE, MA","2017-02-06","24.9","27.4","31.5","23.7"
"MAM00067012","FASCENE, MA","2017-02-07","3.0","26.3","29.7","24.6"
"MAM00067012","FASCENE, MA","2017-02-08","21.1","26.0",,"22.8"
"MAM00067012","FASCENE, MA","2017-02-09","34.0","26.7",,
"MAM00067012","FASCENE, MA","2017-02-10","6.1","28.4",,"23.9"
"MAM00067012","FASCENE, MA","2017-02-11","0.0","28.3","31.9",
"MAM00067012","FASCENE, MA","2017-02-12","5.1","26.3","32.3",
"MAM00067012","FASCENE, MA","2017-02-13","4.1","29.2","34.1","23.2"
"MAM00067012","FASCENE, MA","2017-02-14","0.0","29.4","34.0","23.7"
"MAM00067012","FASCENE, MA","2017-02-15",,"28.0","33.7","23.6"
"MAM00067012","FASCENE, MA","2017-02-16",,"28.9","32.7","25.2"
"MAM00067012","FASCENE, MA","2017-02-17",,"27.5","32.7",
"MAM00067012","FASCENE, MA","2017-02-18","16.0","25.2","31.9",
"MAM00067012","FASCENE, MA","2017-02-19","106.9","27.6","32.1","23.0"
"MAM00067012","FASCENE, MA","2017-02-20","48.0","26.8","32.1","23.0"
"MAM00067012","FASCENE, MA","2017-02-21","5.1","26.8","31.6","24.5"
"MAM00067012","FASCENE, MA","2017-02-22","0.0","27.8","31.9","23.6"
"MAM00067012","FASCENE, MA","2017-02-23",,"28.3","32.7",
"MAM00067012","FASCENE, MA","2017-02-24",,"28.2","32.7",
"MAM00067012","FASCENE, MA","2017-02-25","6.1","27.5","32.4","23.7"
"MAM00067012","FASCENE, MA","2017-02-26","7.9","26.9","32.4",
"MAM00067012","FASCENE, MA","2017-02-27","16.0","27.4","32.4","23.6"
"MAM00067012","FASCENE, MA","2017-02-28","6.1","27.7","31.5","24.5"
"MAM00067012","FASCENE, MA","2017-03-01",,"26.6","31.5","24.2"
"MAM00067012","FASCENE, MA","2017-03-02",,"27.4","32.2",
"MAM00067012","FASCENE, MA","2017-03-03",,"27.7","32.2","23.5"
"MAM00067012","FASCENE, MA","2017-03-04",,"27.9","31.5","24.8"
"MAM00067012","FASCENE, MA","2017-03-05",,"30.7","33.0","24.7"
"MAM00067012","FASCENE, MA","2017-03-06",,"28.8","33.0","24.9"
"MAM00067012","FASCENE, MA","2017-03-07","144.0","27.1","32.5",
"MAM00067012","FASCENE, MA","2017-03-08","117.1","26.6","29.5","25.8"
"MAM00067012","FASCENE, MA","2017-03-09",,"28.4",,"23.4"
"MAM00067012","FASCENE, MA","2017-03-10","8.9","26.8","30.6",
"MAM00067012","FASCENE, MA","2017-03-11",,"28.8","32.0",
"MAM00067012","FASCENE, MA","2017-03-12",,"29.8","32.8","25.0"
"MAM00067012","FASCENE, MA","2017-03-13",,"28.8","32.4",
"MAM00067012","FASCENE, MA","2017-03-14",,"28.6","31.0","24.4"
"MAM00067012","FASCENE, MA","2017-03-15",,"25.8","31.0",
"MAM00067012","FASCENE, MA","2017-03-16",,"28.5","32.5","24.3"
"MAM00067012","FASCENE, MA","2017-03-17",,"28.4","32.6","24.4"
"MAM00067012","FASCENE, MA","2017-03-18","7.1","28.7","32.6","23.5"
"MAM00067012","FASCENE, MA","2017-03-19","23.9","28.8","31.8","25.0"
"MAM00067012","FASCENE, MA","2017-03-20","0.0","29.1","32.0","23.8"
"MAM00067012","FASCENE, MA","2017-03-21","4.1","28.3","32.1","24.5"
"MAM00067012","FASCENE, MA","2017-03-22","25.9","28.1","32.9","23.8"
"MAM00067012","FASCENE, MA","2017-03-23","22.1","26.2","32.9",
"MAM00067012","FASCENE, MA","2017-03-24","8.9","27.2","31.7","23.4"
"MAM00067012","FASCENE, MA","2017-03-25","0.8","28.1","31.2","24.5"
"MAM00067012","FASCENE, MA","2017-03-26","0.0","28.0","31.8","24.2"
"MAM00067012","FASCENE, MA","2017-03-27",,"28.6","31.8","25.0"
"MAM00067012","FASCENE, MA","2017-03-28","17.0","28.8","32.0","24.5"
"MAM00067012","FASCENE, MA","2017-03-29","0.0","28.6",,"24.2"
"MAM00067012","FASCENE, MA","2017-03-30","46.0","28.3","31.7","24.1"
"MAM00067012","FASCENE, MA","2017-03-31","91.9","28.3","32.5",
"MAM00067012","FASCENE, MA","2017-04-01","19.1","28.7",,"23.1"
"MAM00067012","FASCENE, MA","2017-04-02","3.0","27.3","31.7","23.2"
"MAM00067012","FASCENE, MA","2017-04-03","0.0","28.1","32.7",
"MAM00067012","FASCENE, MA","2017-04-04",,"26.4","32.7",
"MAM00067012","FASCENE, MA","2017-04-05","3.0","27.7","32.6","25.2"
"MAM00067012","FASCENE, MA","2017-04-06","0.0","27.8","32.6","24.1"
"MAM00067012","FASCENE, MA","2017-04-07","2.0","28.7","32.6","24.6"
"MAM00067012","FASCENE, MA","2017-04-08","0.0","28.9",,"24.4"
"MAM00067012","FASCENE, MA","2017-04-09",,"28.1","31.5","23.8"
"MAM00067012","FASCENE, MA","2017-04-10",,"28.3",,
"MAM00067012","FASCENE, MA","2017-04-11",,"28.2","32.6",
"MAM00067012","FASCENE, MA","2017-04-12","3.0","28.8","33.0",
"MAM00067012","FASCENE, MA","2017-04-13","19.1","28.9","33.0","24.4"
"MAM00067012","FASCENE, MA","2017-04-14","0.0","29.1","32.8","24.0"
"MAM00067012","FASCENE, MA","2017-04-15",,"28.9",,
"MAM00067012","FASCENE, MA","2017-04-16",,"27.4","32.7",
"MAM00067012","FASCENE, MA","2017-04-17",,"28.8","32.1","23.6"
"MAM00067012","FASCENE, MA","2017-04-18",,"29.2",,"24.0"
"MAM00067012","FASCENE, MA","2017-04-19",,"28.0","32.1",
"MAM00067012","FASCENE, MA","2017-04-20",,"28.3","32.2","24.6"
"MAM00067012","FASCENE, MA","2017-04-21","19.1","28.2","32.4","24.0"
"MAM00067012","FASCENE, MA","2017-04-22","0.0","28.4","32.4","23.5"
"MAM00067012","FASCENE, MA","2017-04-23",,"30.1","32.0","23.7"
"MAM00067012","FASCENE, MA","2017-04-24",,"28.2","32.0","23.6"
"MAM00067012","FASCENE, MA","2017-04-25",,"28.2",,"22.5"
"MAM00067012","FASCENE, MA","2017-04-26","4.1","28.5","32.0","24.9"
"MAM00067012","FASCENE, MA","2017-04-27","0.0","29.0",,"23.9"
"MAM00067012","FASCENE, MA","2017-04-28",,"28.8","32.9","24.6"
"MAM00067012","FASCENE, MA","2017-04-29","1.0","27.8","32.3",
"MAM00067012","FASCENE, MA","2017-04-30","3.0","28.6","32.0",
"MAM00067012","FASCENE, MA","2017-05-01","0.0","28.5","32.4",
"MAM00067012","FASCENE, MA","2017-05-02","10.9","28.2","32.4","23.2"
"MAM00067012","FASCENE, MA","2017-05-03","0.0","28.3",,
"MAM00067012","FASCENE, MA","2017-05-04","30.0","29.1","33.0","23.7"
"MAM00067012","FASCENE, MA","2017-05-05","7.9","28.2","33.0",
